id,answer
1754,Meeting Street
1755,U
1756,Septima Clark Expressway
1757,16-COMMA-2005
1758,Mount Pleasant
1759,1929
1760,1929
1761,July
1762,Gaud School
1763,Roman Catholic Diocese of Charleston Office of Education
1764,Roman Catholic Diocese of Charleston Office of Education
1765,Divine Redeemer School
1766,Blessed Sacrament School
1767,Divine Redeemer School
1768,The Citadel
1769,North Market Street
1770,2007
1771,The American College
1772,Roper Hospital School of Practical Nursing
1773,British
1774,Jenkins Orphanage Band
1775,Gian Carlo Menotti
1776,The Lowcountry Oyster Festival
1777,Festival
1778,1996 closure
1779,1996 closure
1780,one
1781,Weapons Station
1782,S
1783,1832
1784,Fort Sullivan
1785,Ashley
1786,Customs Officers
1787,Customs Officers
1788,Customs Officers
1789,Cooper River Bridge Run
1790,1808
1791,Upper South
1792,Deep South
1793,Republican
1794,Republican Party
1795,Republican Party
1796,Confederacy
1797,Confederacy
1798,Indo
1799,Russia
1800,Russia
1801,one
1802,five vowels
1803,
1804,Institute of Russian Language of the Russian Academy of Sciences
1805,Institute of Russian Language of the Russian Academy of Sciences
1806,Фе
1807,Russians
1808,Ukrainian
1809,Ukraine
1810,Ukraine
1811,Great Russian
1812,South Slavic Old Church Slavonic
1813,Russian Orthodox Church
1814,Ты
1815,1995
1816,Arefyev
1817,1995
1818,Standard Russian
1819,Eastern
1820,Eastern
1821,Rusyn
1822,Eastern
1823,1809
1824,1809
1825,Estonian
1826,33-COMMA-400
1827,33-COMMA-400
1828,65 %
1829,65 %
1830,Demoskop Weekly
1831,Demoskop Weekly
1832,Constitution
1833,Лев Толсто
1834,Pushkin
1835,Eurobarometer
1836,Indo
1837,Census
1838,2011
1839,Census
1840,Census
1841,Framework Convention
1842,one
1843,one
1844,Protection
1845,Protection
1846,one
1847,Framework Convention
1848,one
1849,Protection
1850,Protection
1851,Constitution
1852,Russians
1853,25.6 %
1854,25.6 %
1855,Constitution
1856,Alaska
1857,1700s
1858,1700s
1859,French
1860,Eurobarometer
1861,1975
1862,International Space Station
1863,Russians
1864,International Space Station
1865,March
1866,German
1867,German
1868,German
1869,German
1870,Northern
1871,Northern
1872,Great Russian
1873,Northern Russian
1874,Russian
1875,Slavic
1876,Northern Russian
1877,Southern Russian
1878,East Slavic
1879,Eastern Polesian
1880,Vladimir Dal
1881,A
1882,2012
1883,1995
1884,Диалектологический
1885,Russian
1886,Russian
1887,Russian
1888,Russian
1889,Russian
1890,Unicode
1891,Unicode
1892,East Slavic
1893,Unicode
1894,East Slavic
1895,Soviet
1896,MS
1897,MS
1898,Russian
1899,Russian Internet
1900,United Nations
1901,Institute of Russian Language of the Russian Academy of Sciences
1902,Ты
1903,Ты
1904,Institute of Russian Language of the Russian Academy of Sciences
1905,Mikhail Lermontov
1906,five vowels
1907,MS
1908,United Nations
1909,Northern Russian
1910,Алекса
1911,
1912,Southern Russian
1913,1000
1914,880
1915,Old East Slavic
1916,Old East Slavic
1917,988
1918,Western Europe
1919,Bulgarian
1920,Bulgarian
1921,Leo Tolstoy
1922,French
1923,Pushkin
1924,Михаи
1925,Russian
1926,Russian
1927,1991
1928,1991
1929,Eastern Bloc
1930,Russian
1931,Arefyev
1932,2013
1933,Михаи
1934,Swiss
1935,With
1936,Swiss
1937,2014
1938,Swiss
1939,Länggasse
1940,1
1941,Restoration
1942,Old Town
1943,Swiss
1944,Swiss
1945,Swiss
1946,Swiss
1947,1983
1948,European
1949,Bern
1950,2010 ).
1951,Bern
1952,Salzburg
1953,1983
1954,Duke
1955,Bärengraben
1956,Russian
1957,Celtic
1958,Celtic
1959,Bärengraben
1960,Nydeggbrücke
1961,Russian
1962,2 mi
1963,Swiss Reformed Church
1964,Celtic
1965,1622
1966,Zähringer
1967,23
1968,Upper Burgundy
1969,1309 )-COMMA-
1970,Cronica de Berno
1971,eight cantons
1972,eight cantons
1973,1536
1974,Swiss
1975,River Aare
1976,Zytglogge
1977,Bernese German
1978,Thirty Years
1979,1954
1980,
1981,1798
1982,French Revolutionary Wars
1983,1814
1984,Congress of Vienna
1985,1979
1986,Bern International
1987,Bern International
1988,October
1989,Länggasse
1990,Swiss
1991,Cathedral
1992,University of Bern
1993,Swiss
1994,River Aare
1995,University of Bern
1996,Aare
1997,Aare
1998,Swiss
1999,25
2000,City Council
2001,five councilors
2002,Verwaltung Bern
2003,November
2004,Bern
2005,Stadtpräsident Alexander Tschäppät
2006,The Liberals
2007,The Liberals
2008,Albrecht Stürler
2009,1902
2010,Kindlifresserbrunnen
2011,Marzilibahn
2012,The Liberals
2013,1848
2014,The Liberals
2015,Christian Catholic Church
2016,CHF
2017,Christian Catholic Church
2018,Christian Catholic Church
2019,Swiss
2020,Italian
2021,Swiss
2022,UEFA
2023,2008
2024,UEFA
2025,UEFA
2026,24-COMMA-311
2027,Russian
2028,Russian
2029,Christian Catholic Church
2030,Swiss
2031,Christian Catholic Church
2032,German
2033,59-COMMA-948 people
2034,59-COMMA-948 people
2035,49-COMMA-873
2036,Nationalbibliothek
2037,CHF
2038,five
2039,CHF
2040,CHF
2041,Swiss
2042,Winter Olympics
2043,Swiss Reformed Church
2044,Muslim
2045,324 persons
2046,Christian Catholic Church
2047,UNESCO
2048,Cultural World Heritage Site
2049,Zytglogge
2050,Münster
2051,Swiss Reformed
2052,
2053,Länggasse
2054,First
2055,Berchtold V
2056,Russian
2057,Bern
2058,Bundeshaus
2059,Bern
2060,Kramgasse
2061,Kramgasse
2062,Rosarium
2063,Rosarium
2064,Rose Garden
2065,1913
2066,Switzerland
2067,Greek
2068,Hans Hiltbrand
2069,Italian
2070,1421
2071,Cathedral
2072,Hans Gieng
2073,English
2074,1954
2075,PostFinance Arena
2076,BSC Young Boys
2077,PostFinance Arena
2078,Bern
2079,2009
2080,2010
2081,2010
2082,Bern
2083,Winter Olympics
2084,259 people
2085,259 people
2086,259 people
2087,125-COMMA-037
2088,259 people
2089,184
2090,259 people
2091,109-COMMA-358
2092,2000
2093,2000
2094,Zähringer
2095,50.6 %
2096,Länggasse
2097,Fachhochschule
2098,Fachhochschule
2099,The Liberals
2100,Canton
2101,Kindlifresserbrunnen
2102,2009 –
2103,89
2104,266
2105,151
2106,8 libraries
2107,2000
2108,2000
2109,Belp
2110,Italian
2111,Marzilibahn
2112,Marzilibahn
2113,Zürich Airport
2114,Belp
2115,French
2116,American
2117,Mœbius
2118,Western
2119,1827
2120,Superman
2121,Maus
2122,Maus
2123,1978 ).
2124,The Complete Picture
2125,C
2126,English
2127,Asterix
2128,Rakuten Kitazawa
2129,1890s newspaper
2130,Sazae
2131,Column
2132,The Last Judgment
2133,Column
2134,Column
2135,Looking Glass
2136,19th
2137,Looking Glass
2138,Ally
2139,1884
2140,Le Journal de Mickey
2141,European
2142,Mutt
2143,1907
2144,1978 ).
2145,Action Comics
2146,Comics Code Authority
2147,Comics Code Authority
2148,1938
2149,1980s
2150,1980s
2151,1980s
2152,Association
2153,World War II
2154,Chōjū
2155,Chōjū
2156,1902
2157,Henri Vanlier
2158,1890s
2159,Rakuten Kitazawa
2160,1930s
2161,Ninth Art
2162,American
2163,Western
2164,Europe
2165,Europe
2166,Japanese
2167,Sundays
2168,World War II
2169,English
2170,A4
2171,English
2172,Mœbius
2173,Europe
2174,1980s
2175,British
2176,WWII
2177,Franco
2178,Korean
2179,World War II
2180,Will Eisner
2181,The Dark Knight Returns
2182,Chōjū
2183,Maus
2184,Rodolphe Töpffer
2185,French
2186,Puce
2187,Puce
2188,1929
2189,Chōjū
2190,The Yellow Kid
2191,Sequential Art
2192,French
2193,Mœbius
2194,1959
2195,The Adventures
2196,L
2197,1972
2198,Mœbius
2199,Mœbius
2200,Japanese
2201,1924
2202,Cartoon
2203,Norman Bayeux Tapestry
2204,Frederik L
2205,Coulton Waugh
2206,The Comics
2207,David Carrier
2208,English
2209,Column
2210,Jiji Manga
2211,French
2212,French
2213,Superman
2214,The Yellow Kid
2215,Code
2216,Chōjū
2217,Superman
2218,English
2219,
2220,Richard F
2221,C
2222,Chōjū
2223,Töpffer
2224,C
2225,Le Journal de Mickey
2226,Egyptian
2227,Chinese
2228,Henri Vanlier
2229,Deruelle
2230,Neil Cohn
2231,English
2232,English
2233,Korean
2234,Chinese
2235,American
2236,American
2237,World War II
2238,American
2239,Japanese
2240,Ninth Art
2241,Eisner
2242,American
2243,English
2244,WWII
2245,Deruelle
2246,A4
2247,1960
2248,L
2249,American
2250,Jiji Manga
2251,American
2252,The Complete Picture
2253,Superman
2254,Belgian
2255,Inhumans
2256,Marvel Knights
2257,Spider
2258,Fantastic Four
2259,American Southwest
2260,Martin Goodman
2261,Resorts
2262,1939
2263,1939
2264,330
2265,Human Torch
2266,Joe Simon
2267,Joe Simon
2268,Human Torch
2269,Human Torch
2270,Heroes World
2271,Super Rabbit
2272,Powerhouse Pepper
2273,Captain America Comics
2274,Previews
2275,Spider
2276,42nd
2277,Marvel Comics
2278,Comics Code
2279,Human Torch
2280,EC
2281,Homer
2282,Homer
2283,Homer
2284,Captain America Comics
2285,1
2286,Inhumans
2287,Hulk
2288,Powerhouse Pepper
2289,Jack Kirby
2290,Cold War
2291,The Amazing Spider
2292,The Enchantress
2293,Seaboard Periodicals
2294,Esquire magazine
2295,Previews
2296,Fantastic Four
2297,DC Comics
2298,Marvel Universe
2299,Marvel Universe
2300,Doctor Octopus
2301,Fantastic Four
2302,Marvel Universe
2303,50 million
2304,Ultimate Marvel
2305,Independent News
2306,Marvel Knights
2307,Independent
2308,A Space Odyssey
2309,Disney Books Group
2310,American
2311,Comics Code Authority
2312,United States Department of Health -COMMA- Education
2313,Walt Disney Parks
2314,The Tomb
2315,The Tomb
2316,1970
2317,Fantastic Four
2318,DC Comics
2319,Heroes Reborn
2320,Marvel
2321,The Tomb
2322,Fantastic Four
2323,Seaboard Periodicals
2324,Fantastic Four
2325,British
2326,1
2327,1976
2328,Jim Shooter
2329,Contest
2330,Epic Comics
2331,Captain America Comics
2332,Contest
2333,Spider
2334,Razorline
2335,1990
2336,Marvel Universe Cards
2337,November
2338,Image Comics
2339,Image Comics
2340,Avengers
2341,The Tomb
2342,Spider
2343,Spider
2344,1970s
2345,DC Comics
2346,one
2347,Infinite Comics
2348,United States Department of Health -COMMA- Education
2349,2001
2350,Comics Code Authority
2351,Comics Code Authority
2352,Marvel Adventures
2353,The Walt Disney Company
2354,30
2355,Howard
2356,American
2357,September
2358,two titles
2359,March
2360,Marvel Universe TV
2361,March
2362,March
2363,The Walt Disney Company
2364,Once Upon
2365,Atlas Comics
2366,October
2367,Star Wars
2368,Marvel Comics
2369,The Avengers Battle
2370,Timely Comics
2371,But
2372,2011
2373,Resorts
2374,Walt Disney World
2375,Resorts
2376,Guardians
2377,Lord
2378,German
2379,Ribbentrop
2380,Soviet
2381,Hitler
2382,Winter War
2383,Polish
2384,USSR
2385,Polish
2386,Bolsheviks
2387,October
2388,1917
2389,Jews
2390,Imports
2391,August
2392,Soviet
2393,Walter Ulbricht
2394,German
2395,German
2396,March
2397,Georgi Dimitrov
2398,The German
2399,Moldovan ASSR
2400,Polish
2401,Walter Ulbricht
2402,Salla
2403,Soviets
2404,Soviets
2405,British
2406,Molotov
2407,German
2408,Polish
2409,German Pact
2410,Stalin
2411,Polish
2412,one
2413,Soviets
2414,Molotov
2415,Hungarian
2416,two countries
2417,Polish
2418,Polish
2419,State Department
2420,Suvorov
2421,Moldovan ASSR
2422,American
2423,British
2424,German
2425,Stalin
2426,Soviets
2427,Nazi Party
2428,Pact
2429,Hitler
2430,British
2431,Luftwaffe
2432,June
2433,POWs
2434,Soviet
2435,Russia
2436,Lvov
2437,Stalin
2438,State Department
2439,Soviet
2440,British
2441,Intelligenzaktion
2442,Nikita Khrushchev
2443,12 %
2444,Ribbentrop
2445,Allies
2446,USSR
2447,Moldovan ASSR
2448,four days
2449,Third Reich
2450,Two days
2451,Polish
2452,British
2453,1940
2454,380-COMMA-000
2455,380-COMMA-000
2456,August
2457,1989
2458,14
2459,Polish Kresy
2460,German
2461,Hungarian
2462,Baltics
2463,Herbert Biberman
2464,von Loesch
2465,Stalin
2466,Munich Conference
2467,State Department
2468,Parliament
2469,Russia
2470,Stalin
2471,Stalin
2472,The German
2473,Józef Beck
2474,British
2475,Hitler
2476,On
2477,Allies
2478,Polish
2479,Baltics
2480,Soviets
2481,Manchuria
2482,Molotov
2483,7.5 million dollars
2484,Soviets
2485,Soviet Union
2486,Soviets
2487,Stalin
2488,Baltic
2489,Bolshevism
2490,Stalin
2491,Hungarian
2492,Stalin
2493,Soviets
2494,State Department
2495,Hitler
2496,Hitler
2497,Hertza
2498,Soviet
2499,Moscow
2500,three million
2501,three million
2502,Hertza
2503,1943
2504,State Department
2505,Russia
2506,Foreign Office
2507,Thuringia
2508,Scheschupe
2509,State Department
2510,London
2511,Stalin
2512,American
2513,1948
2514,State Department
2515,British
2516,Ribbentrop
2517,English
2518,Congress of People
2519,Stalin
2520,Stalin
2521,Vyacheslav Molotov
2522,Derek Watson
2523,Edward Hallett Carr
2524,Hitler
2525,In
2526,Viktor Suvorov
2527,Semitic Nazis
2528,Suvorov
2529,NATO
2530,EDC
2531,Warsaw Pact
2532,36 years
2533,Central
2534,Soviet
2535,Pacts
2536,Revolutions
2537,February
2538,Revolutions
2539,Revolutions
2540,NATO
2541,Václav Havel
2542,Warsaw Treaty
2543,Warsaw Treaty
2544,Hungarian
2545,Cold War
2546,Western European
2547,Central
2548,Pact
2549,Bidault
2550,20
2551,USSR
2552,Hastings Ismay
2553,Soviet
2554,1954
2555,Unified Armed Forces of the Warsaw Treaty Organization
2556,World War II
2557,Foreign Affairs Minister
2558,EDC
2559,Nazi
2560,Supreme Commander
2561,One month
2562,Czechoslovak
2563,Sino
2564,EDC
2565,Foreign Affairs Minister
2566,November
2567,Halvard Lange
2568,August
2569,Warsaw Pact
2570,USSR
2571,December
2572,1955
2573,USSR
2574,April
2575,April
2576,November
2577,30
2578,Warsaw Treaty
2579,1979 field
2580,Pact
2581,South Pole
2582,Antarctic
2583,63
2584,1-COMMA-000
2585,Colobanthus
2586,C
2587,Antarctic
2588,F
2589,Soviet
2590,Antarctic
2591,West Antarctic Ice Sheet
2592,Jurassic
2593,Paleozoic
2594,Jurassic
2595,Alexander Island
2596,Cryomyces
2597,Paleozoic
2598,416
2599,Jurassic
2600,Hanson Formation
2601,A Voyage
2602,Matthew Flinders
2603,1814
2604,Eocene
2605,A Voyage
2606,Terra Australis
2607,350
2608,Eocene
2609,CoML
2610,2010
2611,235
2612,Scott Expedition
2613,C
2614,South Magnetic Pole
2615,Edgeworth David
2616,Douglas Mawson
2617,1931
2618,14
2619,1978
2620,Antarctic Conservation Act
2621,32-COMMA-000 tonnes
2622,1980
2623,Chilean Sea Bass
2624,1957
2625,Environmental Protocol
2626,1957
2627,International Association of Antarctica Tour Operators
2628,2006 –
2629,Protocol
2630,Transantarctic Mountains
2631,Nimrod Expedition
2632,Australia
2633,Ross Sea
2634,December
2635,British Foreign
2636,British Foreign
2637,British Foreign
2638,Johan Berte
2639,Antarctic
2640,Eocene
2641,February
2642,Eocene
2643,CO2
2644,Glossopteris
2645,Princess
2646,Antarctic Treaty
2647,100 species
2648,1959
2649,Antarctic Treaty
2650,Queen
2651,one
2652,Antarctic Treaty Parties
2653,17
2654,Antarctic Treaty Parties
2655,three men
2656,Land
2657,1895
2658,Antarctic
2659,1985-COMMA-three
2660,Belgian
2661,Brunt Ice Shelf
2662,CFCs
2663,Devonian
2664,Jupiter
2665,Gondwana
2666,South Pole
2667,Ellsworth Mountains
2668,Sun
2669,C
2670,South Pole
2671,NASA
2672,Arctic
2673,Antarctica
2674,Soviet
2675,Hanson Formation
2676,Madrid Protocol
2677,Chilean Sea Bass
2678,Aristotle
2679,The Roman
2680,The Roman
2681,The Roman
2682,The Roman
2683,Southern Hemisphere
2684,C
2685,UV
2686,Princess
2687,C
2688,Elisabeth
2689,International Polar Year
2690,2010
2691,Trinity Church
2692,2004
2693,South Pole
2694,NASA
2695,Captain
2696,400 m
2697,CCAMLR
2698,Adélie
2699,Adélie
2700,Adélie
2701,Adélie
2702,Madrid Protocol
2703,NASA
2704,British
2705,American
2706,Sun
2707,1983
2708,1983
2709,World Park Base
2710,Antarctic Treaty
2711,Terra Australis
2712,30 years
2713,Ma
2714,Lystrosaurus
2715,206
2716,Devonian
2717,Antarctic
2718,National Science Foundation
2719,1912
2720,Japanese
2721,Adelie Land
2722,South Pole
2723,McMurdo Dry Valleys
2724,McMurdo Dry Valleys
2725,CO2
2726,Antarctic Treaty
2727,Antarctic Convergence
2728,1786 onward
2729,British
2730,Britons
2731,1910
2732,Antarctic Peninsula
2733,American
2734,F
2735,C
2736,Eocene
2737,Antarctic
2738,British
2739,British
2740,South Pole
2741,British
2742,1998
2743,Antarctic Treaty
2744,C
2745,Committee for Environmental Protection
2746,Convention
2747,Antarctic Treaty
2748,1998
2749,1998
2750,C
2751,2000 –
2752,Adelie Land
2753,Antarctica
2754,Antarctic
2755,Brunt Ice Shelf
2756,The Roman
2757,2002
2758,March
2759,NASA
2760,30 years
2761,NASA
2762,2006 –
2763,Madrid Protocol
2764,Terra Australis
2765,Early Triassic
2766,NASA
2767,Arctic
2768,July
2769,UV
2770,July
2771,20 mm
2772,ALH84001
2773,Jupiter
2774,IAATO
2775,7
2776,February
2777,Jurassic
2778,66
2779,Ma
2780,40
2781,Eocene
2782,Arctic
2783,NASA
2784,South Pole
2785,McMurdo Dry Valleys
2786,C
2787,Emilio Marcos Palma
2788,Antarctic
2789,one
2790,Antarctic Treaty
2791,100 species
2792,McMurdo Dry Valleys
2793,1150 species
2794,McMurdo Dry Valleys
2795,Antarctic
2796,December
2797,British Foreign
2798,Antarctic Treaty Parties
2799,2012
2800,Falklands War
2801,C
2802,Antarctic
2803,This
2804,CO2
2805,1979
2806,Brunt Ice Shelf
2807,Shackleton
2808,National Science Foundation
2809,Antarctic
2810,Antarctic
2811,Potter Stewart
2812,Mormon
2813,1879
2814,Reynolds
2815,Board of Education
2816,English Civil War
2817,Anglican King
2818,Anglican King
2819,Plymouth Colony
2820,Dutch
2821,God
2822,1789
2823,Note
2824,Constitution
2825,Constitution
2826,1835
2827,North Carolina Constitution
2828,Christians
2829,Section
2830,8
2831,Flushing Remonstrance
2832,Flushing Remonstrance
2833,27-COMMA-1657
2834,Peter Stuyvesant
2835,English
2836,Court
2837,Baptist
2838,Baptist
2839,1773
2840,1786-COMMA-five years
2841,William Penn
2842,A
2843,The Bloody Tenent
2844,1644 book
2845,Thomas Jefferson
2846,Founding Fathers
2847,two parts
2848,England
2849,four
2850,Constitution
2851,The
2852,State
2853,University of Virginia
2854,1968
2855,Jeffersonian
2856,1878
2857,First Amendment
2858,Establishment Clause
2859,American
2860,Mormon
2861,Rep
2862,Virginian
2863,Patrick Henry
2864,Statute
2865,God
2866,Dutch Reformed
2867,Duke of York
2868,Dutch Reformed
2869,Dutch
2870,1698
2871,Duke of York
2872,Dutch Reformed
2873,Province
2874,God
2875,1799
2876,Supreme Court
2877,Supreme Court
2878,Supreme Court
2879,Supreme Court
2880,English
2881,House
2882,LSU
2883,British
2884,Elbridge Gerry
2885,Rep
2886,Connecticut
2887,Constitution
2888,Rep
2889,Rep
2890,South Carolina
2891,one time
2892,Establishment Clause
2893,First Amendment
2894,First Amendment
2895,Due Process Clause
2896,First Amendment
2897,Justice
2898,Fourteenth
2899,Board of Education of Kiryas Joel Village School District
2900,1994 ).
2901,Establishment Clause
2902,Columbia Law school
2903,1835
2904,Supremacy Clause
2905,Bowne
2906,330
2907,Justice
2908,American
2909,First Amendment
2910,University of Virginia
2911,Constitution
2912,United States Court of Appeals
2913,Constitution
2914,Constitution
2915,T
2916,1962
2917,Greece
2918,S
2919,Court
2920,English Civil War
2921,Potter Stewart
2922,Justice
2923,Constitution
2924,Court
2925,1968
2926,Justice
2927,Abe Fortas
2928,Establishment Clause
2929,Supreme Court
2930,1971
2931,Establishment Clause
2932,Lemon
2933,Establishment Clause
2934,Our
2935,three
2936,Lemon Test
2937,United States Court of Appeals
2938,Protestant
2939,403
2940,2002
2941,2002
2942,Elk Grove Unified School District
2943,Congress
2944,Constitution
2945,20-COMMA-2005
2946,Sixth Circuit
2947,May
2948,3-COMMA-2006
2949,United States Court of Appeals
2950,Town of Greece
2951,696
2952,Christian
2953,John Baker
2954,U
2955,Supreme Court
2956,Constitution
2957,Establishment Clause
2958,Declaration
2959,Supreme Court
2960,Establishment Clause
2961,1868
2962,Elk Grove Unified School District
2963,Supreme Court
2964,Center for New Religions
2965,Court
2966,Constitution
2967,1971
2968,Declaration
2969,Constitution
2970,Section
2971,God
2972,First Amendment
2973,Fourteenth
2974,Christmas
2975,Supreme Court
2976,In God We Trust
2977,With God
2978,Bible
2979,2001
2980,Amendment
2981,Congregationalist
2982,two propositions
2983,Establishment Clause
2984,Danbury Baptists
2985,Ryan
2986,Catholic
2987,Roman Catholics
2988,Founding Fathers
2989,Columbia Law school
2990,Columbia Law school
2991,American
2992,Supreme Court
2993,Brent Walker
2994,Executive Director
2995,Jefferson
2996,1970
2997,Rep
2998,The
2999,The Founding Fathers
3000,Religious
3001,The Founding Fathers
3002,New Light
3003,Baptist
3004,Kennedy
3005,Dutch
3006,God
3007,American
3008,Constitution
3009,Wood
3010,Toronto
3011,Center for New Religions
3012,Center for New Religions
3013,Ediacaran
3014,Articulata
3015,Palolo
3016,Lophotrochozoa
3017,AD
3018,Lophotrochozoa
3019,Articulata
3020,Articulata
3021,Greek
3022,Triassic
3023,Burgess Shale
3024,Ediacaran
3025,Jurassic
3026,Burgess Shale
3027,AD
3028,The Formation
3029,Triassic
3030,Triassic
3031,Ordovician
3032,IUCN
3033,Ediacaran
3034,Ediacaran
3035,Sirius Passet
3036,Carboniferous
3037,Ordovician
3038,Greek
3039,Greek
3040,Greek
3041,Burgess Shale
3042,Jurassic
3043,Greek
3044,Greek
3045,Greek
3046,AD
3047,Greek
3048,Cambrian
3049,Jurassic
3050,Articulata
3051,Owenia
3052,Greek
3053,
3054,4
3055,Greek
3056,)
3057,
3058,Triassic
3059,Jurassic
3060,
3061,Owenia
3062,AD
3063,two
3064,Greek
3065,Pogonophora
3066,Lophotrochozoa
3067,
3068,Burgess Shale
3069,Ediacaran
3070,Greek
3071,Greek
3072,Greek
3073,Greek
3074,two coelomata
3075,Greek
3076,Greek
3077,Jurassic
3078,
3079,Greek
3080,
3081,
3082,4
3083,AD
3084,Greek
3085,Articulata
3086,Clitellata
3087,Clitellata
3088,two coelomata
3089,Siboglinidae
3090,AD
3091,Greek
3092,Jurassic
3093,Phyllodocidae
3094,Phyllodocidae
3095,Ordovician
3096,Owenia
3097,15 %
3098,15 %
3099,AD
3100,AD
3101,
3102,AD
3103,two
3104,Amynthas
3105,two
3106,Burgess Shale
3107,Lophotrochozoa
3108,Jurassic
3109,2008
3110,25 %
3111,Jurassic
3112,Lophotrochozoa
3113,Lophotrochozoa
3114,Owenia
3115,Jurassic
3116,Palolo
3117,Clitellata
3118,Triassic
3119,China
3120,China
3121,Burgess Shale
3122,Charles Darwin
3123,The Formation
3124,Samoa
3125,The Formation
3126,Triassic
3127,North America
3128,North America
3129,The Formation
3130,Palolo
3131,Palolo
3132,
3133,Jurassic
3134,The Formation
3135,30
3136,China
3137,30
3138,30
3139,IUCN
3140,549
3141,Palolo
3142,Cambrian
3143,Burgess Shale
3144,Australia
3145,461 million years
3146,Tertiary
3147,Tertiary
3148,461 million years
3149,Articulata
3150,Greek
3151,Greek
3152,80
3153,1997
3154,Torsten Struck
3155,2007
3156,2007
3157,Jurassic
3158,AD
3159,3 genes
3160,Articulata
3161,Ecdysozoa
3162,Palolo
3163,Jurassic
3164,Cambrian
3165,Articulata
3166,one
3167,Greek
3168,Lophotrochozoa
3169,Cloudina
3170,Bryzoa
3171,Greek
3172,Latin
3173,I
3174,1965
3175,28
3176,Christ
3177,Latin
3178,1937
3179,1605
3180,29
3181,Cardinal Secretary
3182,June
3183,June
3184,Secretary
3185,two brothers
3186,Pentecost
3187,1916
3188,Canon Law
3189,University of Notre Dame
3190,Roman Catholic
3191,Vatican
3192,Humanae
3193,This
3194,This
3195,This
3196,Rome
3197,Christian
3198,1958
3199,Council
3200,Vatican
3201,Giuseppe Pizzardo
3202,1944
3203,Pro
3204,Pope
3205,Peters Square
3206,Coptic Patriarch
3207,9 891 497
3208,1939
3209,Tempo
3210,Council
3211,Christians
3212,Pius XII
3213,Papal Residence Castel Gandolfo
3214,15-COMMA-000 persons
3215,Mass
3216,Communists
3217,12
3218,September
3219,1955
3220,Benin
3221,University of Notre Dame
3222,Mass
3223,1961
3224,Vatican
3225,Council Fathers
3226,Pilgrim Pope
3227,Humanae
3228,Catholics
3229,Huge
3230,10
3231,1957
3232,November
3233,Second World Congress
3234,58 nations
3235,500 priests
3236,College of Cardinals
3237,Gospel
3238,John XXIII
3239,two brothers
3240,Priest
3241,World Bank
3242,1962 )-COMMA-
3243,1958 conclave
3244,1965
3245,Vatican
3246,Pope
3247,3
3248,College of Cardinals
3249,College of Cardinals
3250,Pro
3251,Archdiocese
3252,Archdiocese
3253,Milan
3254,John Paul
3255,Papal Coronation
3256,Paul VI
3257,President
3258,Paul VI
3259,Church
3260,Council Fathers
3261,Catholicism
3262,29
3263,September
3264,Vatican II
3265,Synod
3266,Mystici
3267,Catholic Church
3268,President
3269,Council Fathers
3270,Catholic Church
3271,Council Fathers
3272,Council
3273,Second Vatican Council
3274,Montini
3275,1955
3276,Canon Law
3277,Congregation
3278,Council
3279,three years
3280,Church
3281,Roman Curia
3282,1968
3283,March
3284,Canon Law
3285,Apostolic Constitutions
3286,College of Cardinals
3287,Kings
3288,Kings
3289,Ecclesiae
3290,6
3291,Latin
3292,Easter
3293,Easter Triduum
3294,Pope
3295,1970
3296,Latin
3297,Pope
3298,Pope
3299,Paul VI
3300,1970
3301,John Paul II
3302,Pontifical Council for Interreligious Dialogue
3303,Pontifical Council for Interreligious Dialogue
3304,Supreme Soviet
3305,5
3306,1976
3307,Montini
3308,Peyrefitte
3309,Peters Square
3310,Roger Peyrefitte
3311,six continents
3312,Pilgrim Pope
3313,1964
3314,President
3315,Marian
3316,October
3317,Paul VI
3318,UN
3319,U
3320,1965
3321,Council
3322,John Paul II
3323,Gaudium
3324,John XXIII
3325,Pro
3326,Council
3327,Council
3328,6
3329,September
3330,Cathedral of Milan
3331,Roman Catholic
3332,God
3333,June
3334,West
3335,1967
3336,Of Human Life
3337,January
3338,January
3339,two books
3340,Evangelium
3341,Church
3342,U
3343,Paul VI
3344,God
3345,Evangelium
3346,Robert McNamara
3347,International Monetary Fund
3348,Annual Meeting
3349,Paul VI
3350,American
3351,twenty years
3352,July
3353,Humanae
3354,Evangelium
3355,Pope
3356,University of Notre Dame
3357,two ways
3358,Council
3359,Christians
3360,Vatican
3361,Council Fathers
3362,1965
3363,Second Vatican Council
3364,Shenouda III
3365,three times
3366,Paul VI
3367,Geoffrey Fisher
3368,2
3369,Head
3370,Pope
3371,Secretariat for Promoting Christian Unity
3372,Congregation
3373,Secretariat
3374,Anglican Church
3375,Paul VI
3376,1964
3377,1968
3378,Catholic
3379,Annual Meeting
3380,Secretariat
3381,Lutherans
3382,five years
3383,five years
3384,Schiotz
3385,President
3386,Augustin Bea
3387,Augustin Bea
3388,two sides
3389,Protestants
3390,two Church
3391,Joseph Ratzinger
3392,September
3393,41
3394,March
3395,Vatican
3396,Cardinal
3397,Nikolai Podgorny
3398,Italian President
3399,Western
3400,1962
3401,Latin
3402,Cardinal Secretary
3403,October
3404,Mediator Dei
3405,Paul VI
3406,Pope Francis
3407,Congregation
3408,His
3409,Vatican
3410,May
3411,Congregation
3412,Pope Benedict XVI
3413,Pope Francis
3414,January
3415,Pope
3416,College of Cardinals
